state,year,median_income,col,mli,annual_surplus,surplus_pct
Montana,2012,45076,47707.95,0.945,-2631.949999999997,-5.5
Montana,2013,46972,48107.33,0.976,-1135.3300000000017,-2.4
Montana,2014,46328,50586.43,0.916,-4258.43,-8.4
Montana,2015,49509,49949.58,0.991,-440.58000000000175,-0.9
Montana,2016,50027,50000.53,1.001,26.470000000001164,0.1
Montana,2017,53386,51184.27,1.043,2201.730000000003,4.3
Montana,2018,55328,51914.48,1.066,3413.519999999997,6.6
Montana,2019,57153,54145.79,1.056,3007.209999999999,5.6
Montana,2021,63249,56149.54,1.126,7099.459999999999,12.6
Montana,2022,67631,59712.84,1.133,7918.1600000000035,13.3
Montana,2023,70804,62198.83,1.138,8605.169999999998,13.8
Nebraska,2008,49693,42759.93,1.162,6933.07,16.2
Nebraska,2009,47357,42733.53,1.108,4623.470000000001,10.8
Nebraska,2010,48408,44607.47,1.085,3800.529999999999,8.5
Nebraska,2011,50296,46205.58,1.089,4090.4199999999983,8.9
Nebraska,2012,50723,47485.7,1.068,3237.300000000003,6.8
Nebraska,2013,51440,47722.67,1.078,3717.3300000000017,7.8
Nebraska,2014,52686,48569.07,1.085,4116.93,8.5
Nebraska,2015,54996,48353.22,1.137,6642.779999999999,13.7
Nebraska,2016,56927,48481.75,1.174,8445.25,17.4
Nebraska,2017,59970,48946.0,1.225,11024.0,22.5
Nebraska,2018,59566,50938.02,1.169,8627.980000000003,16.9
Nebraska,2019,63229,52240.41,1.21,10988.589999999997,21.0
Nebraska,2021,66817,55420.29,1.206,11396.71,20.6
Nebraska,2022,69597,58701.33,1.186,10895.669999999998,18.6
Nebraska,2023,74590,61489.96,1.213,13100.04,21.3
Nevada,2008,56361,50838.67,1.109,5522.330000000002,10.9
Nevada,2009,53341,50442.62,1.057,2898.3799999999974,5.7
Nevada,2010,51001,49930.95,1.021,1070.050000000003,2.1
Nevada,2011,48927,52136.08,0.938,-3209.0800000000017,-6.2
Nevada,2012,49760,52752.34,0.943,-2992.3399999999965,-5.7
Nevada,2013,51230,52545.96,0.975,-1315.9599999999991,-2.5
Nevada,2014,51450,52578.87,0.979,-1128.8700000000026,-2.1
Nevada,2015,52431,52339.69,1.002,91.30999999999767,0.2
Nevada,2016,55180,52451.39,1.052,2728.6100000000006,5.2
Nevada,2017,58003,55356.0,1.048,2647.0,4.8
Nevada,2018,58646,55570.97,1.055,3075.029999999999,5.5
Nevada,2019,63276,58051.96,1.09,5224.040000000001,9.0
Nevada,2021,66274,60888.22,1.088,5385.779999999999,8.8
Nevada,2022,72333,67115.5,1.078,5217.5,7.8
Nevada,2023,76364,70110.35,1.089,6253.649999999994,8.9
New Hampshire,2008,63731,53563.27,1.19,10167.730000000003,19.0
New Hampshire,2009,60567,53375.59,1.135,7191.4100000000035,13.5
New Hampshire,2010,61042,54016.24,1.13,7025.760000000002,13.0
New Hampshire,2011,62647,55343.11,1.132,7303.889999999999,13.2
New Hampshire,2012,63280,56548.91,1.119,6731.0899999999965,11.9
New Hampshire,2013,64230,57554.34,1.116,6675.6600000000035,11.6
New Hampshire,2014,66532,57389.16,1.159,9142.839999999997,15.9
New Hampshire,2015,70303,58461.81,1.203,11841.190000000002,20.3
New Hampshire,2016,70936,58493.49,1.213,12442.510000000002,21.3
New Hampshire,2017,73381,61001.93,1.203,12379.07,20.3
New Hampshire,2018,74991,60360.58,1.242,14630.419999999998,24.2
New Hampshire,2019,77933,61859.21,1.26,16073.79,26.0
New Hampshire,2021,88465,64814.65,1.365,23650.35,36.5
New Hampshire,2022,89992,75017.72,1.2,14974.279999999999,20.0
New Hampshire,2023,96838,75267.54,1.287,21570.460000000006,28.7
New Jersey,2008,70378,58017.68,1.213,12360.32,21.3
New Jersey,2009,68342,57881.37,1.181,10460.629999999997,18.1
New Jersey,2010,67681,58176.38,1.163,9504.620000000003,16.3
New Jersey,2011,67458,59692.65,1.13,7765.3499999999985,13.0
New Jersey,2012,69667,61668.34,1.13,7998.6600000000035,13.0
New Jersey,2013,70165,62136.89,1.129,8028.110000000001,12.9
New Jersey,2014,71919,62951.78,1.142,8967.220000000001,14.2
New Jersey,2015,72222,62761.76,1.151,9460.239999999998,15.1
New Jersey,2016,76126,63606.35,1.197,12519.650000000001,19.7
New Jersey,2017,80088,64479.58,1.242,15608.419999999998,24.2
New Jersey,2018,81740,67305.83,1.214,14434.169999999998,21.4
New Jersey,2019,85751,68289.45,1.256,17461.550000000003,25.6
New Jersey,2021,89296,70714.55,1.263,18581.449999999997,26.3
New Jersey,2022,96346,76983.99,1.252,19362.009999999995,25.2
New Jersey,2023,99781,79975.62,1.248,19805.380000000005,24.8
New Mexico,2008,43508,46038.3,0.945,-2530.300000000003,-5.5
New Mexico,2009,43028,46031.61,0.935,-3003.6100000000006,-6.5
New Mexico,2010,42090,45989.71,0.915,-3899.709999999999,-8.5
New Mexico,2011,41963,49174.04,0.853,-7211.040000000001,-14.7
New Mexico,2012,42558,49902.51,0.853,-7344.510000000002,-14.7
New Mexico,2013,43872,50100.05,0.876,-6228.050000000003,-12.4
New Mexico,2014,44803,50589.39,0.886,-5786.389999999999,-11.4
New Mexico,2015,45382,50353.34,0.901,-4971.3399999999965,-9.9
New Mexico,2016,46748,50561.67,0.925,-3813.6699999999983,-7.5
New Mexico,2017,46744,52275.2,0.894,-5531.199999999997,-10.6
New Mexico,2018,47169,51396.16,0.918,-4227.1600000000035,-8.2
New Mexico,2019,51945,53097.6,0.978,-1152.5999999999985,-2.2
New Mexico,2021,53992,54722.22,0.987,-730.2200000000012,-1.3
New Mexico,2022,59726,60420.33,0.989,-694.3300000000017,-1.1
New Mexico,2023,62268,62179.79,1.001,88.20999999999913,0.1
New York,2008,56033,55295.68,1.013,737.3199999999997,1.3
New York,2009,54659,54748.39,0.998,-89.38999999999942,-0.2
New York,2010,54148,55658.09,0.973,-1510.0899999999965,-2.7
New York,2011,55246,58023.1,0.952,-2777.0999999999985,-4.8
New York,2012,56448,59007.63,0.957,-2559.6299999999974,-4.3
New York,2013,57369,59742.96,0.96,-2373.959999999999,-4.0
New York,2014,58878,60469.07,0.974,-1591.0699999999997,-2.6
New York,2015,60850,60536.69,1.005,313.3099999999977,0.5
New York,2016,62909,61308.74,1.026,1600.260000000002,2.6
New York,2017,64894,62481.97,1.039,2412.029999999999,3.9
New York,2018,67844,63732.26,1.065,4111.739999999998,6.5
New York,2019,72108,64557.24,1.117,7550.760000000002,11.7
New York,2021,74314,68763.88,1.081,5550.119999999995,8.1
New York,2022,79557,73008.48,1.09,6548.520000000004,9.0
New York,2023,82095,75698.45,1.085,6396.550000000003,8.5
North Carolina,2008,46549,44417.38,1.048,2131.6200000000026,4.8
North Carolina,2009,43674,43562.41,1.003,111.58999999999651,0.3
North Carolina,2010,43326,45187.26,0.959,-1861.260000000002,-4.1
North Carolina,2011,43916,47159.32,0.931,-3243.3199999999997,-6.9
North Carolina,2012,45150,47976.3,0.941,-2826.300000000003,-5.9
North Carolina,2013,45906,48729.15,0.942,-2823.1500000000015,-5.8
North Carolina,2014,46556,49490.0,0.941,-2934.0,-5.9
North Carolina,2015,47830,49083.96,0.974,-1253.9599999999991,-2.6
North Carolina,2016,50584,49657.84,1.019,926.1600000000035,1.9
North Carolina,2017,52752,50664.81,1.041,2087.1900000000023,4.1
North Carolina,2018,53855,51825.18,1.039,2029.8199999999997,3.9
North Carolina,2019,57341,52278.35,1.097,5062.6500000000015,9.7
North Carolina,2021,61972,56559.14,1.096,5412.860000000001,9.6
North Carolina,2022,67481,61805.54,1.092,5675.459999999999,9.2
North Carolina,2023,70804,64496.62,1.098,6307.379999999997,9.8
North Dakota,2008,45685,40370.24,1.132,5314.760000000002,13.2
North Dakota,2009,47827,40996.35,1.167,6830.6500000000015,16.7
North Dakota,2010,48670,42345.08,1.149,6324.919999999998,14.9
North Dakota,2011,51704,44835.52,1.153,6868.480000000003,15.3
North Dakota,2012,53585,47397.33,1.131,6187.669999999998,13.1
North Dakota,2013,55759,48458.27,1.151,7300.730000000003,15.1
North Dakota,2014,59029,49218.69,1.199,9810.309999999998,19.9
North Dakota,2015,60557,48425.7,1.251,12131.300000000003,25.1
North Dakota,2016,60656,49950.12,1.214,10705.879999999997,21.4
North Dakota,2017,61843,48312.09,1.28,13530.910000000003,28.0
North Dakota,2018,63837,50277.25,1.27,13559.75,27.0
North Dakota,2019,64577,52455.86,1.231,12121.14,23.1
North Dakota,2021,66519,53881.95,1.235,12637.050000000003,23.5
North Dakota,2022,71970,57031.5,1.262,14938.5,26.2
North Dakota,2023,76525,59788.53,1.28,16736.47,28.0
Ohio,2008,47988,44174.68,1.086,3813.3199999999997,8.6
Ohio,2009,45395,44056.43,1.03,1338.5699999999997,3.0
Ohio,2010,45090,44991.86,1.002,98.13999999999942,0.2
Ohio,2011,45749,46257.52,0.989,-508.5199999999968,-1.1
Ohio,2012,46829,47690.35,0.982,-861.3499999999985,-1.8
Ohio,2013,48081,48599.48,0.989,-518.4800000000032,-1.1
Ohio,2014,49308,49037.02,1.006,270.9800000000032,0.6
Ohio,2015,51075,48517.92,1.053,2557.0800000000017,5.3
Ohio,2016,52334,49010.93,1.068,3323.0699999999997,6.8
Ohio,2017,54021,49867.19,1.083,4153.809999999998,8.3
Ohio,2018,56111,51527.11,1.089,4583.889999999999,8.9
Ohio,2019,58642,52380.72,1.12,6261.279999999999,12.0
Ohio,2021,62262,55080.94,1.13,7181.059999999998,13.0
Ohio,2022,65720,59330.75,1.108,6389.25,10.8
Ohio,2023,67769,61627.4,1.1,6141.5999999999985,10.0
Oklahoma,2008,42822,42399.04,1.01,422.9599999999991,1.0
Oklahoma,2009,41664,41749.65,0.998,-85.65000000000146,-0.2
Oklahoma,2010,42072,43633.72,0.964,-1561.7200000000012,-3.6
Oklahoma,2011,43225,45434.44,0.951,-2209.4400000000023,-4.9
Oklahoma,2012,44312,46401.95,0.955,-2089.949999999997,-4.5
Oklahoma,2013,45690,47295.31,0.966,-1605.3099999999977,-3.4
Oklahoma,2014,47529,48091.27,0.988,-562.2699999999968,-1.2
Oklahoma,2015,48568,47484.06,1.023,1083.9400000000023,2.3
Oklahoma,2016,49176,48053.22,1.023,1122.7799999999988,2.3
Oklahoma,2017,50051,48886.95,1.024,1164.050000000003,2.4
Oklahoma,2018,51924,49543.46,1.048,2380.540000000001,4.8
Oklahoma,2019,54449,50181.57,1.085,4267.43,8.5
Oklahoma,2021,55826,53544.97,1.043,2281.029999999999,4.3
Oklahoma,2022,59673,57213.3,1.043,2459.699999999997,4.3
Oklahoma,2023,62138,59160.74,1.05,2977.260000000002,5.0
Oregon,2008,50169,48077.54,1.044,2091.459999999999,4.4
Oregon,2009,48457,48955.96,0.99,-498.9599999999991,-1.0
Oregon,2010,46560,49455.38,0.941,-2895.3799999999974,-5.9
Oregon,2011,46816,51150.61,0.915,-4334.610000000001,-8.5
Oregon,2012,49161,53080.12,0.926,-3919.1200000000026,-7.4
Oregon,2013,50251,53227.59,0.944,-2976.5899999999965,-5.6
Oregon,2014,51075,54044.83,0.945,-2969.8300000000017,-5.5
Oregon,2015,54148,54637.24,0.991,-489.23999999999796,-0.9
Oregon,2016,57532,55105.61,1.044,2426.3899999999994,4.4
Oregon,2017,60212,57624.26,1.045,2587.739999999998,4.5
Oregon,2018,63426,60687.99,1.045,2738.010000000002,4.5
Oregon,2019,67058,61380.22,1.093,5677.779999999999,9.3
Oregon,2021,71562,64998.23,1.101,6563.769999999997,10.1
Oregon,2022,75657,72333.47,1.046,3323.529999999999,4.6
Oregon,2023,80160,73822.82,1.086,6337.179999999993,8.6
Pennsylvania,2008,50713,47903.52,1.059,2809.480000000003,5.9
Pennsylvania,2009,49520,47589.2,1.041,1930.800000000003,4.1
Pennsylvania,2010,49288,48435.14,1.018,852.8600000000006,1.8
Pennsylvania,2011,50228,50049.16,1.004,178.8399999999965,0.4
Pennsylvania,2012,51230,50885.39,1.007,344.6100000000006,0.7
Pennsylvania,2013,52007,51514.26,1.01,492.73999999999796,1.0
Pennsylvania,2014,53234,52137.29,1.021,1096.7099999999991,2.1
Pennsylvania,2015,55702,52491.71,1.061,3210.290000000001,6.1
Pennsylvania,2016,56907,52754.44,1.079,4152.559999999998,7.9
Pennsylvania,2017,59195,54324.62,1.09,4870.379999999997,9.0
Pennsylvania,2018,60905,55329.84,1.101,5575.1600000000035,10.1
Pennsylvania,2019,63463,55807.85,1.137,7655.1500000000015,13.7
Pennsylvania,2021,68957,58636.6,1.176,10320.400000000001,17.6
Pennsylvania,2022,71798,63576.7,1.129,8221.300000000003,12.9
Pennsylvania,2023,73824,66725.41,1.106,7098.5899999999965,10.6
Rhode Island,2008,55701,51621.19,1.079,4079.8099999999977,7.9
Rhode Island,2009,54119,51533.03,1.05,2585.970000000001,5.0
Rhode Island,2010,52254,51151.83,1.022,1102.1699999999983,2.2
Rhode Island,2011,53636,52741.8,1.017,894.1999999999971,1.7
Rhode Island,2012,54554,52635.46,1.036,1918.5400000000009,3.6
Rhode Island,2013,55902,53988.76,1.035,1913.239999999998,3.5
Rhode Island,2014,54891,54845.16,1.001,45.83999999999651,0.1
Rhode Island,2015,58073,55321.08,1.05,2751.9199999999983,5.0
Rhode Island,2016,60596,55112.0,1.1,5484.0,10.0
Rhode Island,2017,63870,56825.24,1.124,7044.760000000002,12.4
Rhode Island,2018,64340,58849.35,1.093,5490.6500000000015,9.3
Rhode Island,2019,71169,59657.83,1.193,11511.169999999998,19.3
Rhode Island,2021,74008,63406.4,1.167,10601.599999999999,16.7
Rhode Island,2022,81854,69292.02,1.181,12561.979999999996,18.1
Rhode Island,2023,84972,70101.8,1.212,14870.199999999997,21.2
South Carolina,2008,44625,44249.99,1.008,375.01000000000204,0.8
South Carolina,2009,42442,43558.03,0.974,-1116.0299999999988,-2.6
South Carolina,2010,42018,45121.7,0.931,-3103.699999999997,-6.9
South Carolina,2011,42367,47063.83,0.9,-4696.830000000002,-10.0
South Carolina,2012,43107,48055.89,0.897,-4948.889999999999,-10.3
South Carolina,2013,44163,48620.5,0.908,-4457.5,-9.2
South Carolina,2014,45238,49205.79,0.919,-3967.790000000001,-8.1
South Carolina,2015,47238,49086.06,0.962,-1848.0599999999977,-3.8
South Carolina,2016,49501,49746.14,0.995,-245.13999999999942,-0.5
South Carolina,2017,50570,50573.55,1.0,-3.5500000000029104,0.0
South Carolina,2018,52306,51633.96,1.013,672.0400000000009,1.3
South Carolina,2019,56227,52322.13,1.075,3904.8700000000026,7.5
South Carolina,2021,59318,56854.2,1.043,2463.800000000003,4.3
South Carolina,2022,64115,61789.06,1.038,2325.9400000000023,3.8
South Carolina,2023,67804,64432.0,1.052,3372.0,5.2
South Dakota,2008,46032,39734.08,1.159,6297.919999999998,15.9
South Dakota,2009,45043,39784.46,1.132,5258.540000000001,13.2
South Dakota,2010,45904,42460.64,1.081,3443.3600000000006,8.1
South Dakota,2011,48321,43336.29,1.115,4984.709999999999,11.5
South Dakota,2012,48362,46214.16,1.046,2147.8399999999965,4.6
South Dakota,2013,48947,46802.62,1.046,2144.3799999999974,4.6
South Dakota,2014,50979,46849.76,1.088,4129.239999999998,8.8
South Dakota,2015,53017,45995.45,1.153,7021.550000000003,15.3
South Dakota,2016,54467,46103.28,1.181,8363.720000000001,18.1
South Dakota,2017,56521,47266.53,1.196,9254.470000000001,19.6
South Dakota,2018,56274,50117.97,1.123,6156.029999999999,12.3
South Dakota,2019,59533,51282.5,1.161,8250.5,16.1
South Dakota,2021,66143,53180.96,1.244,12962.04,24.4
South Dakota,2022,69728,56946.09,1.224,12781.910000000003,22.4
South Dakota,2023,71810,59503.68,1.207,12306.32,20.7
Tennessee,2008,43614,44144.43,0.988,-530.4300000000003,-1.2
Tennessee,2009,41725,43250.12,0.965,-1525.1200000000026,-3.5
Tennessee,2010,41461,44903.76,0.923,-3442.760000000002,-7.7
Tennessee,2011,41693,46687.32,0.893,-4994.32,-10.7
Tennessee,2012,42764,47926.2,0.892,-5162.199999999997,-10.8
Tennessee,2013,44297,48404.21,0.915,-4107.209999999999,-8.5
Tennessee,2014,44361,48860.21,0.908,-4499.209999999999,-9.2
Tennessee,2015,47275,48635.15,0.972,-1360.1500000000015,-2.8
Tennessee,2016,48547,49684.75,0.977,-1137.75,-2.3
Tennessee,2017,51340,50577.8,1.015,762.1999999999971,1.5
Tennessee,2018,52375,50253.91,1.042,2121.0899999999965,4.2
Tennessee,2019,56071,52230.06,1.074,3840.9400000000023,7.4
Tennessee,2021,59695,55169.22,1.082,4525.779999999999,8.2
Tennessee,2022,65254,60511.7,1.078,4742.300000000003,7.8
Tennessee,2023,67631,63350.14,1.068,4280.860000000001,6.8
Texas,2008,50043,46735.89,1.071,3307.1100000000006,7.1
Texas,2009,48259,46191.8,1.045,2067.199999999997,4.5
Texas,2010,48615,47649.49,1.02,965.510000000002,2.0
Texas,2011,49392,49124.6,1.005,267.40000000000146,0.5
Texas,2012,50740,50622.68,1.002,117.31999999999971,0.2
Texas,2013,51704,51459.67,1.005,244.33000000000175,0.5
Texas,2014,53035,52537.78,1.009,497.22000000000116,0.9
Texas,2015,55653,52416.53,1.062,3236.470000000001,6.2
Texas,2016,56565,53152.01,1.064,3412.989999999998,6.4
Texas,2017,59206,54149.76,1.093,5056.239999999998,9.3
Texas,2018,60629,55709.5,1.088,4919.5,8.8
Texas,2019,64034,57133.47,1.121,6900.529999999999,12.1
Texas,2021,66963,60700.28,1.103,6262.720000000001,10.3
Texas,2022,72284,65511.2,1.103,6772.800000000003,10.3
Texas,2023,75780,68116.73,1.113,7663.270000000004,11.3
Utah,2008,56633,48607.83,1.165,8025.169999999998,16.5
Utah,2009,55117,49742.89,1.108,5374.110000000001,10.8
Utah,2010,54744,48588.76,1.127,6155.239999999998,12.7
Utah,2011,55869,51703.17,1.081,4165.830000000002,8.1
Utah,2012,57049,52582.98,1.085,4466.019999999997,8.5
Utah,2013,59770,53035.88,1.127,6734.120000000003,12.7
Utah,2014,60922,53205.27,1.145,7716.730000000003,14.5
Utah,2015,62912,52793.28,1.192,10118.720000000001,19.2
Utah,2016,65977,53831.42,1.226,12145.580000000002,22.6
Utah,2017,68358,55517.53,1.231,12840.470000000001,23.1
Utah,2018,71414,56065.88,1.274,15348.120000000003,27.4
Utah,2019,75780,57727.98,1.313,18052.019999999997,31.3
Utah,2021,79449,60210.52,1.32,19238.480000000003,32.0
Utah,2022,89168,66377.98,1.343,22790.020000000004,34.3
Utah,2023,93421,69122.83,1.352,24298.17,35.2
Vermont,2008,52104,49764.76,1.047,2339.239999999998,4.7
Vermont,2009,51618,49865.96,1.035,1752.0400000000009,3.5
Vermont,2010,49406,49573.88,0.997,-167.87999999999738,-0.3
Vermont,2011,52776,51684.39,1.021,1091.6100000000006,2.1
Vermont,2012,52977,53580.69,0.989,-603.6900000000023,-1.1
Vermont,2013,52578,53603.13,0.981,-1025.1299999999974,-1.9
Vermont,2014,54166,53364.42,1.015,801.5800000000017,1.5
Vermont,2015,56990,54314.96,1.049,2675.040000000001,4.9
Vermont,2016,57677,52759.08,1.093,4917.919999999998,9.3
Vermont,2017,57513,55478.44,1.037,2034.5599999999977,3.7
Vermont,2018,60782,57828.45,1.051,2953.550000000003,5.1
Vermont,2019,63001,57855.48,1.089,5145.519999999997,8.9
Vermont,2021,72431,60927.92,1.189,11503.080000000002,18.9
Vermont,2022,73991,66790.41,1.108,7200.5899999999965,10.8
Vermont,2023,81211,65847.99,1.233,15363.009999999995,23.3
Virginia,2008,61233,52099.69,1.175,9133.309999999998,17.5
Virginia,2009,59330,51453.75,1.153,7876.25,15.3
Virginia,2010,60674,52804.93,1.149,7869.07,14.9
Virginia,2011,61882,54547.17,1.134,7334.830000000002,13.4
Virginia,2012,61741,55096.59,1.121,6644.4100000000035,12.1
Virginia,2013,62666,56624.15,1.107,6041.8499999999985,10.7
Virginia,2014,64902,57251.03,1.134,7650.970000000001,13.4
Virginia,2015,66262,57117.84,1.16,9144.160000000003,16.0
Virginia,2016,68114,57215.01,1.19,10898.989999999998,19.0
Virginia,2017,71535,58012.22,1.233,13522.779999999999,23.3
Virginia,2018,72577,60020.89,1.209,12556.11,20.9
Virginia,2019,76456,59651.56,1.282,16804.440000000002,28.2
Virginia,2021,80963,64903.03,1.247,16059.970000000001,24.7
Virginia,2022,85873,69795.06,1.23,16077.940000000002,23.0
Virginia,2023,89931,71668.3,1.255,18262.699999999997,25.5
Washington,2008,58078,52886.08,1.098,5191.919999999998,9.8
Washington,2009,56548,52328.66,1.081,4219.3399999999965,8.1
Washington,2010,55631,52198.08,1.066,3432.9199999999983,6.6
Washington,2011,56835,54483.45,1.043,2351.550000000003,4.3
Washington,2012,57573,54827.41,1.05,2745.5899999999965,5.0
Washington,2013,58405,55736.26,1.048,2668.739999999998,4.8
Washington,2014,61366,57532.33,1.067,3833.6699999999983,6.7
Washington,2015,64129,57973.69,1.106,6155.309999999998,10.6
Washington,2016,67106,59419.52,1.129,7686.480000000003,12.9
Washington,2017,70979,62117.57,1.143,8861.43,14.3
Washington,2018,74073,63939.75,1.158,10133.25,15.8
Washington,2019,78687,65728.37,1.197,12958.630000000005,19.7
Washington,2021,84247,70207.98,1.2,14039.020000000004,20.0
Washington,2022,91306,77305.92,1.181,14000.080000000002,18.1
Washington,2023,94605,78597.01,1.204,16007.990000000005,20.4
West Virginia,2008,37989,41832.77,0.908,-3843.769999999997,-9.2
West Virginia,2009,37435,40847.52,0.916,-3412.519999999997,-8.4
West Virginia,2010,38218,42845.74,0.892,-4627.739999999998,-10.8
West Virginia,2011,38482,44438.16,0.866,-5956.1600000000035,-13.4
West Virginia,2012,40196,45169.57,0.89,-4973.57,-11.0
West Virginia,2013,41253,46419.75,0.889,-5166.75,-11.1
West Virginia,2014,41059,46847.78,0.876,-5788.779999999999,-12.4
West Virginia,2015,42019,46881.47,0.896,-4862.470000000001,-10.4
West Virginia,2016,43385,46935.31,0.924,-3550.3099999999977,-7.6
West Virginia,2017,43469,47426.29,0.917,-3957.290000000001,-8.3
West Virginia,2018,44097,48889.49,0.902,-4792.489999999998,-9.8
West Virginia,2019,48850,49369.82,0.989,-519.8199999999997,-1.1
West Virginia,2021,51248,53648.62,0.955,-2400.6200000000026,-4.5
West Virginia,2022,54329,56630.25,0.959,-2301.25,-4.1
West Virginia,2023,55948,59133.21,0.946,-3185.209999999999,-5.4
Wisconsin,2008,52094,45209.4,1.152,6884.5999999999985,15.2
Wisconsin,2009,49993,45199.46,1.106,4793.540000000001,10.6
Wisconsin,2010,49001,46562.98,1.052,2438.019999999997,5.2
Wisconsin,2011,50395,47946.84,1.051,2448.1600000000035,5.1
Wisconsin,2012,51059,49100.18,1.04,1958.8199999999997,4.0
Wisconsin,2013,51467,49340.88,1.043,2126.1200000000026,4.3
Wisconsin,2014,52622,49910.02,1.054,2711.980000000003,5.4
Wisconsin,2015,55638,49740.11,1.119,5897.889999999999,11.9
Wisconsin,2016,56811,49926.09,1.138,6884.9100000000035,13.8
Wisconsin,2017,59305,51457.67,1.153,7847.330000000002,15.3
Wisconsin,2018,60773,52760.02,1.152,8012.980000000003,15.2
Wisconsin,2019,64168,53738.81,1.194,10429.190000000002,19.4
Wisconsin,2021,67125,56084.35,1.197,11040.650000000001,19.7
Wisconsin,2022,70996,60491.33,1.174,10504.669999999998,17.4
Wisconsin,2023,74631,63268.57,1.18,11362.43,18.0
Wyoming,2008,53207,45933.63,1.158,7273.370000000003,15.8
Wyoming,2009,52664,47152.98,1.117,5511.019999999997,11.7
Wyoming,2010,53512,47175.23,1.134,6336.769999999997,13.4
Wyoming,2011,56322,50402.34,1.117,5919.6600000000035,11.7
Wyoming,2012,54901,50211.05,1.093,4689.949999999997,9.3
Wyoming,2013,58752,51716.85,1.136,7035.1500000000015,13.6
Wyoming,2014,57055,52497.95,1.087,4557.050000000003,8.7
Wyoming,2015,60214,51615.35,1.167,8598.650000000001,16.7
Wyoming,2016,59882,53399.04,1.121,6482.959999999999,12.1
Wyoming,2017,60434,53680.65,1.126,6753.3499999999985,12.6
Wyoming,2018,61584,51953.54,1.185,9630.46,18.5
Wyoming,2019,65003,54268.2,1.198,10734.800000000003,19.8
Wyoming,2021,65204,56122.53,1.162,9081.470000000001,16.2
Wyoming,2022,70042,61399.84,1.141,8642.160000000003,14.1
Wyoming,2023,72415,62547.98,1.158,9867.019999999997,15.8
