state,year,median_income,col_index,purchasing_power,mli
Alabama,2008,42666,41894.86,1.0184066268563705,76.12
Alabama,2009,40489,41445.92,0.9769116702134979,73.02
Alabama,2010,40474,42330.83,0.9561353704744624,71.46
Alabama,2011,41415,42313.27,0.9787708583035803,73.15
Alabama,2012,41574,42580.08,0.9763721532151817,72.97
Alabama,2013,42849,42490.47,1.0084378090067647,75.37
Alabama,2014,42830,42223.83,1.0143560151359063,75.81
Alabama,2015,44765,41926.13,1.0677112594868943,79.8
Alabama,2016,46257,42378.16,1.0915293118047737,81.58
Alabama,2017,48123,42214.03,1.139976340569584,85.2
Alabama,2018,49861,41011.81,1.2157717200052442,90.87
Alabama,2019,51734,41621.73,1.2429564738669807,92.9
Alabama,2021,53913,41471.32,1.300006863779678,97.16
Alabama,2022,59674,41158.18,1.4498695879066288,108.36
Alabama,2023,62212,42172.11,1.475192825287345,110.26
Alaska,2008,68460,52783.8,1.2969888611372131,96.94
Alaska,2009,66953,55326.92,1.2101341910905508,90.45
Alaska,2010,64576,53495.56,1.2071281838961536,90.22
Alaska,2011,67825,52880.54,1.2826078461164077,95.86
Alaska,2012,67712,53492.39,1.2658250210209825,94.61
Alaska,2013,72237,52937.69,1.3645665180652338,101.99
Alaska,2014,71583,53306.03,1.342868664469342,100.37
Alaska,2015,73355,53708.43,1.365800489792757,102.08
Alaska,2016,76440,53288.84,1.4344466602304224,107.21
Alaska,2017,73181,53595.9,1.3654215195756518,102.05
Alaska,2018,74346,52249.92,1.4228921307439324,106.35
Alaska,2019,75463,51071.08,1.4776071719958008,110.44
Alaska,2021,77845,52835.9,1.4733352811250335,110.12
Alaska,2022,88121,50801.36,1.734618881568941,129.65
Alaska,2023,86631,50120.83,1.7284429410820048,129.19
Arizona,2008,50958,51679.33,0.9860422715265288,73.7
Arizona,2009,48745,51649.25,0.9437697089614221,70.54
Arizona,2010,46789,49963.19,0.9364693444491425,69.99
Arizona,2011,46709,49173.02,0.9498907175224629,71.0
Arizona,2012,47826,48903.7,0.9779627526365436,73.09
Arizona,2013,48510,48758.57,0.9949020652124156,74.36
Arizona,2014,50068,48496.2,1.0324108400457581,77.16
Arizona,2015,51492,48683.03,1.0576990961101376,79.05
Arizona,2016,53558,48664.97,1.100545195023336,82.26
Arizona,2017,56581,48534.8,1.165782078014126,87.13
Arizona,2018,59246,48360.4,1.2250931947888564,91.56
Arizona,2019,62055,48456.05,1.2806449588454925,95.72
Arizona,2021,69056,49331.02,1.3998494679366895,104.63
Arizona,2022,74568,51047.53,1.4607563653377371,109.18
Arizona,2023,77315,51639.76,1.4971990429738726,111.9
Arkansas,2008,38815,41597.36,0.9331120004008908,69.74
Arkansas,2009,37823,40812.98,0.9267395969051507,69.27
Arkansas,2010,38307,41945.54,0.9132557146636023,68.26
Arkansas,2011,38758,42246.06,0.9174346781384426,68.57
Arkansas,2012,40112,41991.58,0.9552391331219156,71.4
Arkansas,2013,40511,42048.15,0.9634430545247268,72.01
Arkansas,2014,41262,42003.19,0.9823539476126223,73.42
Arkansas,2015,41995,41660.98,1.0080176589235732,75.34
Arkansas,2016,44334,41825.3,1.0599805058170835,79.22
Arkansas,2017,45869,41302.82,1.1105538044844956,83.0
Arkansas,2018,47062,40725.21,1.1555986356117847,86.37
Arkansas,2019,48952,41069.51,1.1919303307079512,89.09
Arkansas,2021,52528,41698.34,1.2597144154899214,94.15
Arkansas,2022,55432,40394.08,1.3722804474136312,102.57
Arkansas,2023,58700,40315.79,1.4560051126366917,108.82
California,2008,61021,63031.6,0.9681017524583603,72.36
California,2009,58931,62362.25,0.9449786952451726,70.63
California,2010,57708,61593.26,0.9369207259664687,70.03
California,2011,57287,61526.58,0.9310934679153767,69.59
California,2012,58328,61490.58,0.9485680879434895,70.9
California,2013,60190,61417.41,0.9800152359072437,73.25
California,2014,61933,61843.12,1.0014534358432625,74.85
California,2015,64500,62190.57,1.0371347796201955,77.52
California,2016,67739,62236.85,1.088406705960057,81.35
California,2017,71805,62865.59,1.1421987767871105,85.37
California,2018,75277,63453.93,1.1863252318731423,88.67
California,2019,80440,63477.05,1.2672296423098612,94.71
California,2021,84907,63849.83,1.3297921804063164,99.39
California,2022,91551,63237.43,1.447734390401406,108.2
California,2023,95521,62781.74,1.5214774110953486,113.72
Colorado,2008,56993,53698.12,1.061359367020641,79.33
Colorado,2009,55430,53090.87,1.0440590567494317,78.03
Colorado,2010,54046,52395.83,1.031494280527777,77.09
Colorado,2011,55387,54019.28,1.0253190418565992,76.63
Colorado,2012,56765,53536.0,1.0603145447893516,79.25
Colorado,2013,58823,53863.41,1.0920771025036977,81.62
Colorado,2014,61303,54085.03,1.133456051218317,84.72
Colorado,2015,63909,54560.57,1.171340348380692,87.55
Colorado,2016,65685,54813.71,1.1983316508770334,89.56
Colorado,2017,69117,55292.16,1.25003253173628,93.43
Colorado,2018,71953,54396.2,1.322757876177689,98.86
Colorado,2019,77127,55690.99,1.3849097893605486,103.51
Colorado,2021,82254,55544.43,1.4808686520509848,110.68
Colorado,2022,89302,55363.74,1.6130052635987588,120.56
Colorado,2023,92911,55007.81,1.6890510177813565,126.24
Connecticut,2008,68595,58288.06,1.1768276182664577,87.96
Connecticut,2009,67034,59046.75,1.1352699151897452,84.85
Connecticut,2010,64032,56419.71,1.13492260013795,84.82
Connecticut,2011,65753,56884.94,1.1558946275115367,86.39
Connecticut,2012,67276,57125.11,1.1776957113213562,88.02
Connecticut,2013,67098,56812.99,1.1810328115919908,88.27
Connecticut,2014,70048,56312.96,1.2439055654980573,92.97
Connecticut,2015,71346,57181.76,1.2477054856833856,93.25
Connecticut,2016,73433,56371.51,1.3026615518608329,97.36
Connecticut,2017,74168,55478.05,1.3368891903655005,99.92
Connecticut,2018,76348,54579.52,1.3988398010084973,104.55
Connecticut,2019,78833,53601.71,1.4707178816080593,109.92
Connecticut,2021,83771,53601.66,1.5628434478649895,116.81
Connecticut,2022,88429,54575.68,1.6203003223871584,121.1
Connecticut,2023,91665,53171.64,1.7239454509167256,128.85
Delaware,2008,57989,49838.63,1.1635351000992524,86.96
Delaware,2009,56860,51510.73,1.103847619485438,82.5
Delaware,2010,55847,50598.73,1.1037234415743986,82.49
Delaware,2011,58814,50235.99,1.170754378850595,87.5
Delaware,2012,58415,49707.52,1.1751743468664035,87.83
Delaware,2013,57846,49382.93,1.171376448731909,87.55
Delaware,2014,59716,50285.86,1.1875307324237383,88.76
Delaware,2015,61255,48726.06,1.257130206827626,93.96
Delaware,2016,61757,48914.83,1.2625413774032652,94.36
Delaware,2017,62852,48759.99,1.2890077267658009,96.34
Delaware,2018,64805,49654.37,1.3051217059975766,97.55
Delaware,2019,70176,48956.95,1.433422761230069,107.14
Delaware,2021,71091,48684.43,1.460240864667339,109.14
Delaware,2022,82174,49118.77,1.6729654131390266,125.04
Delaware,2023,81361,49719.07,1.6364142918838065,122.31
Florida,2008,47778,52671.09,0.9071010732406084,67.8
Florida,2009,44736,51577.42,0.86735636387833,64.83
Florida,2010,44409,51283.01,0.8659592855618473,64.72
Florida,2011,44299,51376.9,0.8622357099087474,64.44
Florida,2012,45040,51599.73,0.8728728182443133,65.24
Florida,2013,46036,51374.07,0.8960940365395406,66.97
Florida,2014,47463,51486.68,0.9218500337441629,68.9
Florida,2015,49426,51676.19,0.9564559801420341,71.49
Florida,2016,50860,51665.04,0.9844181662817385,73.58
Florida,2017,52594,51880.71,1.0137486944087193,75.77
Florida,2018,55462,51690.62,1.0729605742318156,80.19
Florida,2019,59227,51523.0,1.1495253765631113,85.92
Florida,2021,63062,52365.74,1.2042605447918342,90.01
Florida,2022,69303,53003.96,1.3075061300139132,97.72
Florida,2023,73311,54322.37,1.3495545205409851,100.87
Georgia,2008,50861,45956.71,1.1067154405386659,82.72
Georgia,2009,47590,45483.12,1.0463222054801142,78.2
Georgia,2010,46430,46018.37,1.0089449719065433,75.41
Georgia,2011,46007,45658.53,1.0076320125349623,75.31
Georgia,2012,47209,46108.11,1.0238763767901937,76.53
Georgia,2013,47829,45885.46,1.0423564277099044,77.91
Georgia,2014,49321,45849.15,1.0757232996528114,80.4
Georgia,2015,51244,45862.6,1.117337389623031,83.51
Georgia,2016,53559,46063.96,1.1627094784463536,86.9
Georgia,2017,56183,46221.95,1.2155046758842059,90.85
Georgia,2018,58756,46195.48,1.2718993562118925,95.06
Georgia,2019,61980,45957.23,1.348645280593397,100.8
Georgia,2021,66559,46833.88,1.4211721598824338,106.22
Georgia,2022,72837,47181.36,1.5437664202158816,115.38
Georgia,2023,74632,47634.37,1.5667678775511031,117.1
Hawaii,2008,67214,59919.25,1.1217430967150612,83.84
Hawaii,2009,64098,60648.35,1.0568795184554975,78.99
Hawaii,2010,63030,59564.54,1.0581798371680657,79.09
Hawaii,2011,61821,59555.55,1.038039267221617,77.58
Hawaii,2012,66259,58133.74,1.1397685010261254,85.19
Hawaii,2013,68020,61759.93,1.1013613340986408,82.32
Hawaii,2014,69592,60350.62,1.1531280840349878,86.19
Hawaii,2015,73486,61983.56,1.1855723463596548,88.61
Hawaii,2016,74511,59563.98,1.2509406272361459,93.5
Hawaii,2017,77765,61394.92,1.26663578246004,94.67
Hawaii,2018,80212,60894.03,1.3172390474472504,98.45
Hawaii,2019,83102,60832.28,1.3660839053528175,102.1
Hawaii,2021,84857,59987.88,1.414569170610408,105.73
Hawaii,2022,92458,58643.02,1.576624177152683,117.84
Hawaii,2023,95322,57012.55,1.6719475943477535,124.96
Idaho,2008,47576,46780.35,1.0170081552934,76.01
Idaho,2009,44926,46548.34,0.9651471685623858,72.14
Idaho,2010,43490,45460.65,0.9566515637876521,71.5
Idaho,2011,43341,45645.62,0.9495106824716748,70.97
Idaho,2012,45489,45327.96,1.0035528736785844,75.01
Idaho,2013,46783,45667.98,1.0244157493098776,76.57
Idaho,2014,47861,45491.88,1.0520778884512554,78.63
Idaho,2015,48275,45536.78,1.0601319932957494,79.24
Idaho,2016,51807,45032.16,1.150444495116873,85.99
Idaho,2017,52225,45687.59,1.143089516078717,85.44
Idaho,2018,55583,44885.91,1.2383171870284924,92.55
Idaho,2019,60999,45169.52,1.3504459035157,100.93
Idaho,2021,66474,45760.03,1.4526650521937456,108.57
Idaho,2022,72785,46258.24,1.5734494175897034,117.6
Idaho,2023,74942,45862.05,1.6340742352498454,122.13
Illinois,2008,56235,50736.5,1.1083736123550654,82.84
Illinois,2009,53966,51452.71,1.048846539928808,78.39
Illinois,2010,52972,51707.22,1.0244603940327794,76.57
Illinois,2011,53234,51712.41,1.0294241280489598,76.94
Illinois,2012,55137,51037.08,1.0803321185107697,80.74
Illinois,2013,56210,50890.74,1.1045231519970349,82.55
Illinois,2014,57444,50734.14,1.1322552546122637,84.63
Illinois,2015,59588,50407.72,1.182120516460574,88.35
Illinois,2016,60960,50218.0,1.213907255116041,90.73
Illinois,2017,62992,50366.08,1.2506830241837965,93.48
Illinois,2018,65030,50417.34,1.2898340262480532,96.4
Illinois,2019,69187,50207.99,1.3780077770291919,102.99
Illinois,2021,72205,50486.38,1.430187564429499,106.89
Illinois,2022,76708,50055.88,1.5324472143974124,114.54
Illinois,2023,80306,49080.78,1.636200682358805,122.29
Indiana,2008,47966,44358.75,1.0813199443473935,80.82
Indiana,2009,45424,44551.59,1.0195820629334247,76.2
Indiana,2010,44613,45074.72,0.9897565971487986,73.98
Indiana,2011,46438,44849.12,1.0354273318946503,77.39
Indiana,2012,46974,44788.08,1.0488059366515319,78.39
Indiana,2013,47529,44925.69,1.0579470585075175,79.07
Indiana,2014,49446,44882.37,1.1016797173358013,82.34
Indiana,2015,50532,44305.45,1.1405368479316818,85.24
Indiana,2016,52314,44075.32,1.186922870693915,88.71
Indiana,2017,54181,43792.78,1.237213117226622,92.47
Indiana,2018,55746,44501.66,1.252672386296066,93.63
Indiana,2019,57603,44281.99,1.3008222247451942,97.22
Indiana,2021,62743,44022.07,1.4252624388295434,106.53
Indiana,2022,66785,43612.37,1.531331469496839,114.45
Indiana,2023,69477,43840.82,1.584755905916999,118.45
Iowa,2008,48980,41323.56,1.1852802184051827,88.59
Iowa,2009,48044,42808.09,1.1223111611431882,83.88
Iowa,2010,47961,43505.68,1.1024077268803647,82.39
Iowa,2011,49427,43310.03,1.1412368384841862,85.3
Iowa,2012,50957,43637.64,1.167730534257172,87.28
Iowa,2013,52229,43699.78,1.195177778375289,89.33
Iowa,2014,53712,43906.86,1.223316881651118,91.43
Iowa,2015,54736,43237.69,1.2659325109212585,94.62
Iowa,2016,56247,43262.72,1.3001261929337389,97.17
Iowa,2017,58570,43271.92,1.3535335603180843,101.16
Iowa,2018,59955,43791.7,1.3690949161387405,102.33
Iowa,2019,61691,43711.34,1.4113269678615472,105.48
Iowa,2021,65600,42422.76,1.5463396384624923,115.57
Iowa,2022,69588,42023.82,1.6559181781102192,123.76
Iowa,2023,71433,42282.63,1.6894169638365366,126.27
Kansas,2008,50177,42954.8,1.1681349718418523,87.31
Kansas,2009,47817,44080.59,1.0847632068791822,81.08
Kansas,2010,48257,44630.15,1.0812644621250416,80.81
Kansas,2011,48964,44952.28,1.0892440564161416,81.41
Kansas,2012,50241,44922.69,1.1183879453179284,83.59
Kansas,2013,50972,44578.11,1.1434312491491758,85.46
Kansas,2014,52504,44681.73,1.175066395425307,87.83
Kansas,2015,53906,44736.44,1.2049685584035223,90.06
Kansas,2016,54935,44231.08,1.242000039451899,92.83
Kansas,2017,56422,43942.66,1.2839915876271975,95.97
Kansas,2018,58218,43920.16,1.3255416493369252,99.07
Kansas,2019,62087,44221.08,1.404013810157261,104.94
Kansas,2021,64124,43176.46,1.4851612303436572,111.0
Kansas,2022,68925,42715.44,1.6135850257530393,120.6
Kansas,2023,70333,42827.66,1.6422332527635093,122.74
Kentucky,2008,41538,42746.57,0.9717270314479599,72.63
Kentucky,2009,40072,42189.46,0.9498107098268314,70.99
Kentucky,2010,40062,43170.22,0.9280009376835395,69.36
Kentucky,2011,41141,42773.56,0.961832519010167,71.89
Kentucky,2012,41724,42872.97,0.9732006651184184,72.74
Kentucky,2013,43399,43033.86,1.0084849113528889,75.37
Kentucky,2014,42958,42926.57,1.0007322388402007,74.8
Kentucky,2015,45215,42825.11,1.0558057618156376,78.91
Kentucky,2016,46659,42667.5,1.0935489669367666,81.73
Kentucky,2017,48375,42323.44,1.142983692121329,85.43
Kentucky,2018,50247,42130.45,1.1926529473798229,89.14
Kentucky,2019,52295,42407.47,1.233155370585001,92.17
Kentucky,2021,55573,42035.49,1.3220494876335631,98.81
Kentucky,2022,59341,41900.99,1.4162196227024437,105.85
Kentucky,2023,61118,42372.94,1.442382922882864,107.8
Louisiana,2008,43733,43412.05,1.0073931201981146,75.29
Louisiana,2009,42492,43463.67,0.9776441213193958,73.07
Louisiana,2010,42505,44219.18,0.9612344253677058,71.84
Louisiana,2011,41734,44402.93,0.9398929093216841,70.25
Louisiana,2012,42944,44590.56,0.963073820177944,71.98
Louisiana,2013,44164,44478.05,0.9929391468641849,74.21
Louisiana,2014,44555,44697.33,0.9968156154102572,74.5
Louisiana,2015,45727,44258.43,1.033181724547882,77.22
Louisiana,2016,45146,44718.32,1.0095637865314875,75.46
Louisiana,2017,46145,44099.76,1.0463776834318277,78.21
Louisiana,2018,47905,43234.04,1.1080388152438663,82.82
Louisiana,2019,51073,43676.94,1.169335674446856,87.4
Louisiana,2021,52087,43160.12,1.2068316071160363,90.2
Louisiana,2022,55416,42763.56,1.2958695852339244,96.85
Louisiana,2023,58229,41847.96,1.3914417479026038,104.0
Maine,2008,46581,47662.24,0.9773145673802124,73.05
Maine,2009,45734,48003.04,0.9527313865578964,71.21
Maine,2010,45815,47759.07,0.959294304457294,71.7
Maine,2011,46033,46981.67,0.9798077090388501,73.23
Maine,2012,46709,47566.74,0.9819676728312193,73.39
Maine,2013,46974,48230.45,0.973948939253724,72.79
Maine,2014,49462,44144.15,1.1204656164164728,83.74
Maine,2015,51494,45973.78,1.1200732852548392,83.72
Maine,2016,53079,47190.36,1.1247847362394734,84.07
Maine,2017,56277,46783.43,1.202925856315971,89.91
Maine,2018,55602,47432.43,1.1722359451936584,87.61
Maine,2019,58924,45132.59,1.3055753878610692,97.58
Maine,2021,64767,46803.55,1.383805170009098,103.43
Maine,2022,69543,48181.09,1.4433671268824995,107.88
Maine,2023,73733,46435.13,1.5878709427219484,118.68
Maryland,2008,70545,57545.05,1.2259091773078086,91.63
Maryland,2009,69272,58520.19,1.1837282950536079,88.47
Maryland,2010,68854,57580.79,1.1957806625591165,89.37
Maryland,2011,70004,58224.77,1.2023061662587933,89.86
Maryland,2012,71122,57391.96,1.2392328339933476,92.62
Maryland,2013,72483,58310.05,1.2430618628944594,92.91
Maryland,2014,73971,57849.4,1.2786822998345169,95.57
Maryland,2015,75847,57022.02,1.330135165579749,99.42
Maryland,2016,78945,56441.45,1.3987061547278707,104.54
Maryland,2017,80776,56144.9,1.4387060223604298,107.53
Maryland,2018,83242,56233.87,1.4802822306150683,110.64
Maryland,2019,86738,55769.15,1.555304223866335,116.24
Maryland,2021,90203,55612.24,1.6219990419375303,121.23
Maryland,2022,94991,55118.36,1.7234004897279682,128.81
Maryland,2023,98678,54388.34,1.814322602179662,135.6
Massachusetts,2008,65401,55451.49,1.1794273221306524,88.15
Massachusetts,2009,64081,55786.25,1.1486880418914687,85.85
Massachusetts,2010,62072,55748.46,1.113429879738918,83.22
Massachusetts,2011,62859,55849.75,1.1255019147400116,84.12
Massachusetts,2012,65339,55865.77,1.1695713405313133,87.41
Massachusetts,2013,66768,55572.56,1.20145631231746,89.8
Massachusetts,2014,69160,56361.84,1.2270713877877548,91.71
Massachusetts,2015,70628,56223.34,1.256204218025636,93.89
Massachusetts,2016,75297,57140.97,1.3177409030909957,98.49
Massachusetts,2017,77385,56923.96,1.3594451861503127,101.61
Massachusetts,2018,79835,56400.39,1.4155044841758309,105.8
Massachusetts,2019,85843,56756.46,1.5124799061407228,113.04
Massachusetts,2021,89645,56683.53,1.5815000361568892,118.2
Massachusetts,2022,94488,57364.19,1.6471599708678888,123.11
Massachusetts,2023,99858,56777.49,1.7587603819753217,131.45
Michigan,2008,48591,47077.51,1.0321489075372605,77.14
Michigan,2009,45255,46944.14,0.9640180451056066,72.05
Michigan,2010,45413,47245.16,0.9612201546147795,71.84
Michigan,2011,45981,46599.09,0.986736038839043,73.75
Michigan,2012,46859,46433.18,1.009170510469409,75.43
Michigan,2013,48273,46433.16,1.0396234070651231,77.7
Michigan,2014,49847,46636.98,1.0688298253931918,79.89
Michigan,2015,51084,45740.11,1.1168315338096293,83.47
Michigan,2016,52492,45945.76,1.1424774529543413,85.39
Michigan,2017,54909,45458.88,1.2078826834402119,90.28
Michigan,2018,56697,45955.57,1.2337352128358074,92.21
Michigan,2019,59584,46158.86,1.2908463538194173,96.48
Michigan,2021,63498,45547.53,1.3941040910197298,104.2
Michigan,2022,66986,45272.44,1.4796199612497107,110.59
Michigan,2023,69183,45358.85,1.5252370311889398,114.0
Minnesota,2008,57288,48822.39,1.1733960226016376,87.7
Minnesota,2009,55616,49412.89,1.1255363061805221,84.12
Minnesota,2010,55459,48574.59,1.1417286398272084,85.33
Minnesota,2011,56954,48542.95,1.1732702326515931,87.69
Minnesota,2012,58906,48902.67,1.2045558943452792,90.03
Minnesota,2013,60702,48829.41,1.243144295339399,92.91
Minnesota,2014,61481,49046.92,1.2535138926705565,93.69
Minnesota,2015,63488,49419.16,1.2846839551102434,96.02
Minnesota,2016,65599,48810.61,1.3439496043995351,100.45
Minnesota,2017,68388,48874.9,1.399245944175513,104.58
Minnesota,2018,70315,49612.95,1.4172711098339357,105.93
Minnesota,2019,74593,49675.46,1.5016067189880107,112.23
Minnesota,2021,77720,48914.46,1.5888962240296247,118.76
Minnesota,2022,82338,49289.63,1.6704933166319167,124.85
Minnesota,2023,85086,48790.12,1.7439186636958328,130.34
Mississippi,2008,37790,41660.79,0.9070880336617754,67.8
Mississippi,2009,36646,40635.53,0.9018216990270607,67.4
Mississippi,2010,36851,41865.41,0.8802253707532264,65.79
Mississippi,2011,36919,41964.24,0.8797728208724368,65.75
Mississippi,2012,37095,41597.34,0.891763795077464,66.65
Mississippi,2013,37963,41799.59,0.9082147042719022,67.88
Mississippi,2014,39680,41650.95,0.9526792934687388,71.2
Mississippi,2015,40593,41323.14,0.9823310008265708,73.42
Mississippi,2016,41754,41552.3,1.0048540994155775,75.1
Mississippi,2017,43529,41258.77,1.055024282597303,78.85
Mississippi,2018,44717,40552.92,1.1026826453602514,82.42
Mississippi,2019,45792,40697.83,1.1251704866592098,84.1
Mississippi,2021,48716,40532.01,1.2019141363406483,89.83
Mississippi,2022,52719,40936.8,1.287814418513768,96.25
Mississippi,2023,54203,40860.18,1.3265482757674656,99.15
Missouri,2008,46867,42523.09,1.102154186189933,82.38
Missouri,2009,45229,43275.27,1.0451466181561258,78.12
Missouri,2010,44301,44703.8,0.9909895138004254,74.07
Missouri,2011,45247,44400.79,1.0190583987781119,76.17
Missouri,2012,45321,44288.76,1.02330699602757,76.48
Missouri,2013,46931,44700.26,1.0499044781778324,78.47
Missouri,2014,48363,44748.75,1.0807676795870098,80.78
Missouri,2015,50238,44369.09,1.1322748073193978,84.63
Missouri,2016,51746,43992.04,1.1762583305701437,87.91
Missouri,2017,53578,43693.32,1.2262287159384122,91.65
Missouri,2018,54478,43666.29,1.2475984765594652,93.25
Missouri,2019,57409,44164.05,1.2999033988073239,97.16
Missouri,2021,61847,43913.74,1.408374706963865,105.26
Missouri,2022,64811,43409.2,1.4930245889361975,111.59
Missouri,2023,68545,43834.47,1.5637236374148638,116.87
Montana,2008,43654,44726.77,0.9760150898452475,72.95
Montana,2009,42322,44307.91,0.955179313238216,71.39
Montana,2010,42666,44366.63,0.9616687461387786,71.88
Montana,2011,44222,45234.22,0.9776227368405044,73.07
